LAMMPS data file via write_data, version 2 Aug 2023, timestep = 100000, units = lj

16000 atoms
1 atom types
8000 bonds
1 bond types

-13.300573168565002 13.300573168565002 xlo xhi
-13.300573168565002 13.300573168565002 ylo yhi
-13.300573168565002 13.300573168565002 zlo zhi

Masses

1 1

Pair Coeffs # lj/cut

1 1 1

Bond Coeffs # fene

1 30 1.5 1 1

Atoms # full

12954 6477 1 0.03 -9.110609161703783 -11.931142163532307 -13.004582372973273 1 0 -2
15054 7527 1 0.03 -13.26128061052366 -11.590987545109632 -10.098750936191047 2 0 2
12758 6379 1 0.03 -11.99086512077266 -9.237788415607579 -7.131764889856842 -1 1 0
15280 7640 1 0.03 -13.145431766423568 -13.256837490541928 -9.918931436831684 -1 -1 0
6657 3329 1 -0.03 -12.86006836532713 -12.626831870446754 -12.013179485939727 1 0 -1
8950 4475 1 0.03 -12.893986342265444 -7.091934328899013 -10.243179304338193 2 0 -2
954 477 1 0.03 -10.242135941449169 -12.436198300040832 -8.281311694040813 0 -1 -1
11907 5954 1 -0.03 -8.041053821124972 -9.448466622888915 -10.67363125272749 -1 1 0
12145 6073 1 -0.03 -12.775759912107421 -12.483411133716565 -10.941202788524794 0 1 0
11706 5853 1 0.03 -9.504231310295335 -12.438483973587577 -7.1002280920831105 -1 2 0
13919 6960 1 -0.03 -11.443373278013613 -13.031010156979066 -9.133441131250546 0 1 0
13920 6960 1 0.03 -12.264414635329192 -12.60019661051728 -9.394308791924603 0 1 0
533 267 1 -0.03 -7.75291205162397 -10.812371175474038 -6.7493416862117765 1 0 0
9333 4667 1 -0.03 -6.8756685557579695 -9.740551992794309 -8.697104021365522 -2 0 0
9491 4746 1 -0.03 -7.627680896485881 -9.543324238307152 -13.243372537727275 -1 0 -1
15219 7610 1 -0.03 -12.333660069478968 -7.586898570230721 -7.66791808243058 2 3 1
15792 7896 1 0.03 -12.518014189049728 -10.205827351443087 -11.767169135230843 -2 0 -2
7213 3607 1 -0.03 -11.305604466529733 -12.11423768564226 -13.075065731881937 0 -1 2
10227 5114 1 -0.03 -10.69793486191567 -11.411427618589908 -12.070027422593157 1 0 0
10495 5248 1 -0.03 -8.679848611958592 -7.177992003387211 -7.6226329491922735 1 -1 0
4964 2482 1 0.03 -8.975127123908166 -10.704893416031048 -12.318477231943074 1 0 -1
4963 2482 1 -0.03 -9.54648901849607 -11.44024122164071 -12.084722370470875 1 0 -1
15791 7896 1 -0.03 -11.590771887482447 -10.499866495297686 -11.872076073218116 -2 0 -2
14959 7480 1 -0.03 -8.292747899931534 -9.44627008963886 -11.565521134725074 2 1 -1
2600 1300 1 0.03 -8.20640078746926 -13.296362964380869 -10.38938938260291 1 2 -1
5596 2798 1 0.03 -12.324027636773021 -10.309641511669739 -12.855446113249513 1 -1 1
2741 1371 1 -0.03 -7.702062079346631 -12.871199763495156 -9.127053317301947 -1 0 0
916 458 1 0.03 -12.749332005067656 -7.574689427471745 -12.640165219229903 1 1 1
3925 1963 1 -0.03 -9.717196777925407 -10.263956944971817 -12.860149723335308 0 1 2
15804 7902 1 0.03 -8.769464373343762 -9.494206778574613 -9.663928898570768 1 1 2
15803 7902 1 -0.03 -8.190070885494185 -10.168078798726116 -9.951619134076738 1 1 2
614 307 1 0.03 -12.467172622594836 -9.05615919671696 -10.547497457915384 1 1 -2
10737 5369 1 -0.03 -13.258933186893149 -8.904287739584182 -11.30930197930998 0 1 0
6626 3313 1 0.03 -7.36955989328385 -10.229330188128385 -11.100335412129091 1 1 0
5911 2956 1 -0.03 -9.248355535725365 -7.240591890205034 -10.557800690858002 2 1 0
2873 1437 1 -0.03 -10.355855306101793 -9.544774313664124 -12.610217659038089 1 0 0
9492 4746 1 0.03 -7.474739406897929 -8.957361733279114 -12.49548669354571 -1 0 -1
5568 2784 1 0.03 -9.23693829862826 -12.535628236772682 -8.205571686267687 1 0 0
14853 7427 1 -0.03 -11.785565017227558 -11.638424342824342 -7.652136909617114 2 0 0
15702 7851 1 0.03 -8.134486792923022 -8.27295767445687 -12.985655868596668 1 -1 1
15462 7731 1 0.03 -12.4852568605719 -10.273879345385705 -8.503407517243241 -1 0 2
6273 3137 1 -0.03 -6.737298409486862 -9.870929287302953 -12.525127989952061 -1 1 0
14960 7480 1 0.03 -8.136992368153926 -10.056839689933105 -12.285997175962862 2 1 -1
5784 2892 1 0.03 -7.09581111042889 -7.960392474687212 -12.786518284767661 1 0 0
15825 7913 1 -0.03 -11.196679219549441 -13.182351782714074 -8.137874765844256 -1 1 -2
13002 6501 1 0.03 -12.035413105979528 -13.129093040478878 -10.21686530623684 0 1 -1
335 168 1 -0.03 -8.101553927493086 -13.20096666051527 -12.73635053385108 0 1 0
10870 5435 1 0.03 -6.80574145480057 -9.4182335208854 -7.711028388964834 1 0 1
12589 6295 1 -0.03 -7.0557903864445795 -7.224045392603787 -12.08439062653616 -1 0 0
14274 7137 1 0.03 -9.303503852490241 -7.962824204420876 -12.605455493075464 0 0 0
10898 5449 1 0.03 -8.892757895675595 -10.320786594484465 -7.815666076226216 0 2 0
9360 4680 1 0.03 -11.386120997839898 -11.761331335477356 -11.314269795160596 1 1 2
563 282 1 -0.03 -11.96810233661843 -8.455243648708564 -12.556752742936107 2 0 2
5783 2892 1 -0.03 -7.601772816585229 -7.269596023944949 -13.221569980101968 1 0 0
3721 1861 1 -0.03 -11.0745114406347 -6.960962650223702 -11.106159191410757 0 -1 0
15826 7913 1 0.03 -11.265610668111105 -12.611379546134877 -7.390056256027775 -1 1 -2
1573 787 1 -0.03 -12.871874217500292 -11.52170284072198 -11.641948665106673 0 -2 1
6738 3369 1 0.03 -10.354744756583084 -13.011340697544716 -9.982389171795955 -2 1 1
